kev_cve,kev_description,non_kev_cve,non_kev_description,similarity,rank
CVE-2021-3156,Sudo 1.9.5p1 - 'Baron Samedit ' Heap-Based Buffer Overflow Privilege Escalation (2),CVE-2024-25004,KiTTY 0.76.1.13 - 'Start Duplicated Session Username' Buffer Overflow,0.6464446783065796,1
CVE-2019-2215,Android Binder - Use-After-Free (Metasploit),N/A,WordPress Plugin W3 Total Cache - Unauthenticated Arbitrary File Read (Metasploit),0.6461436748504639,5
CVE-2019-2215,Android Binder - Use-After-Free (Metasploit),N/A,WordPress Plugin W3 Total Cache - Unauthenticated Arbitrary File Read (Metasploit),0.6461436748504639,5
CVE-2020-2096,Jenkins Gitlab Hook Plugin 1.4.2 - Reflected Cross-Site Scripting,CVE-2020-2231,Jenkins 2.235.3 - 'X-Forwarded-For' Stored XSS,0.64607173204422,1
CVE-2025-49132,Pterodactyl Panel 1.11.11 - Remote Code Execution (RCE),N/A,Cmsimple 5.4 - Remote Code Execution (RCE) (Authenticated),0.645890474319458,4
CVE-2021-44228,Apache Log4j2 2.14.1 - Information Disclosure,CVE-2022-35411,rpc.py 0.6.0 - Remote Code Execution (RCE),0.6457552909851074,1
CVE-2022-35914,htmlLawed 1.2.5 - Remote Code Execution (RCE),CVE-2018-6383,Monstra CMS 3.0.4 - Remote Code Execution (Authenticated),0.645471453666687,6
CVE-2023-4220,Chamilo LMS 1.11.24 - Remote Code Execution (RCE),N/A,Real Estate Management System v1.0 - Remote Code Execution via File Upload,0.6452865600585938,5
CVE-2019-19609,Strapi 3.0.0-beta.17.7 - Remote Code Execution (RCE) (Authenticated),CVE-2019-11229,Gitea 1.7.5 - Remote Code Execution,0.6451760530471802,2
CVE-2020-8816,Pi-hole 4.3.2 - Remote Code Execution (Authenticated),N/A,File Thingie 2.5.7 - Remote Code Execution (RCE),0.645149290561676,7
CVE-2020-8816,Pi-hole 4.3.2 - Remote Code Execution (Authenticated),N/A,TextPattern CMS 4.9.0-dev - Remote Command Execution (RCE) (Authenticated),0.6446896195411682,8
CVE-2021-44228,AD Manager Plus 7122 - Remote Code Execution (RCE),N/A,ManageEngine ADSelfService Build prior to 6003 - Remote Code Execution (Unauthenticated),0.6446765661239624,1
CVE-2020-6418,Google Chrome 80 - JSCreate Side-effect Type Confusion (Metasploit),N/A,Wago PFC200 - Authenticated Remote Code Execution (Metasploit),0.6443802118301392,4
CVE-2021-44228,Apache Log4j2 2.14.1 - Information Disclosure,CVE-2025-27533,Apache ActiveMQ 6.1.6 - Denial of Service (DOS),0.6443210244178772,2
CVE-2022-22963,Spring Cloud 3.2.2 - Remote Command Execution (RCE),CVE-2021-22146,Elasticsearch ECE 7.13.3 - Anonymous Database Dump,0.6441755890846252,1
CVE-2021-44228,Apache Log4j2 2.14.1 - Information Disclosure,N/A,Craft CMS 4.4.14 - Unauthenticated Remote Code Execution,0.6439716219902039,3
CVE-2023-3460,Ultimate Member WordPress Plugin 2.6.6 - Privilege Escalation,N/A,Hospital Management System 4.0 - Authentication Bypass,0.6439106464385986,4
CVE-2020-8816,Pi-hole 4.3.2 - Remote Code Execution (Authenticated),N/A,Textpattern 4.8.3 - Remote code execution (Authenticated) (2),0.6438594460487366,9
CVE-2020-8657;CVE-2020-8656;CVE-2020-8655;CVE-2020-8654,EyesOfNetwork - AutoDiscovery Target Command Execution (Metasploit),N/A,Wago PFC200 - Authenticated Remote Code Execution (Metasploit),0.643807590007782,2
CVE-2022-24112,Apache APISIX 2.12.1 - Remote Code Execution (RCE),CVE-2023-48292,XWiki Standard 14.10 - Remote Code Execution (RCE),0.6435261368751526,5
CVE-2020-11023,jQuery 1.0.3 - Cross-Site Scripting (XSS),N/A,iMLog < 1.307 - Persistent Cross Site Scripting (XSS),0.6434829831123352,3
CVE-2023-23752,Joomla! v4.2.8 - Unauthenticated information disclosure,CVE-2019-12765,Joomla! 3.9.0 < 3.9.7 - CSV Injection,0.6428791284561157,2
CVE-2022-35914,htmlLawed 1.2.5 - Remote Code Execution (RCE),N/A,PHP Melody 3.0 - 'Multiple' Cross-Site Scripting (XSS),0.6427452564239502,7
CVE-2022-39291;CVE-2022-39290;CVE-2022-39285,Zoneminder < v1.37.24 - Log Injection & Stored XSS & CSRF Bypass,N/A,ZoneMinder Snapshots < 1.37.33 - Unauthenticated RCE,0.642595112323761,3
CVE-2025-24893,XWiki Platform 15.10.10 - Remote Code Execution,CVE-2025-31131,YesWiki 4.5.1 - Unauthenticated Path Traversal,0.6421381831169128,3
CVE-2020-8816,Pi-hole 4.3.2 - Remote Code Execution (Authenticated),CVE-2022-23626,m1k1o's Blog v.10 - Remote Code Execution (RCE) (Authenticated),0.642009437084198,10
CVE-2020-1472,ZeroLogon - Netlogon Elevation of Privilege,N/A,Craft CMS 4.4.14 - Unauthenticated Remote Code Execution,0.641838788986206,1
CVE-2021-44228,Apache Log4j2 2.14.1 - Information Disclosure,N/A,PHP 7.3.15-3 - 'PHP_SESSION_UPLOAD_PROGRESS' Session Data Injection,0.6416090130805969,4
CVE-2020-2096,Jenkins Gitlab Hook Plugin 1.4.2 - Reflected Cross-Site Scripting,CVE-2022-1175,GitLab 14.9 - Stored Cross-Site Scripting (XSS),0.6415109634399414,2
CVE-2017-1000170,WordPress Plugin Delightful Downloads Jquery File Tree 1.6.6 - Path Traversal,N/A,WordPress Plugin amministrazione-aperta 3.7.3 - Local File Read - Unauthenticated,0.6414685249328613,1
CVE-2023-4220,Chamilo LMS 1.11.24 - Remote Code Execution (RCE),CVE-2021-46398,FileBrowser 2.17.2 - Cross Site Request Forgery (CSRF) to Remote Code Execution (RCE),0.6413455605506897,6
CVE-2020-7961,Liferay Portal - Java Unmarshalling via JSONWS RCE (Metasploit),N/A,Bludit 3.9.2 - Authentication Bruteforce Bypass (Metasploit),0.641249418258667,7
CVE-2022-35914,htmlLawed 1.2.5 - Remote Code Execution (RCE),CVE-2025-59528,Flowise 3.0.4 - Remote Code Execution (RCE),0.6410109996795654,8
CVE-2023-44487,HTTP/2 2.0 - Denial Of Service (DOS),CVE-2021-42697,Akka HTTP 10.1.14 - Denial of Service,0.6409775018692017,2
CVE-2022-24112,Apache APISIX 2.12.1 - Remote Code Execution (RCE),CVE-2022-24637,Open Web Analytics 1.7.3 - Remote Code Execution,0.6406863927841187,6
CVE-2022-22947,Spring Cloud Gateway 3.1.0 - Remote Code Execution (RCE),CVE-2023-48292,XWiki Standard 14.10 - Remote Code Execution (RCE),0.6405560374259949,1
CVE-2023-3460,Ultimate Member WordPress Plugin 2.6.6 - Privilege Escalation,N/A,phpAbook 0.9i - SQL Injection,0.6405102014541626,5
CVE-2022-24112,Apache APISIX 2.12.1 - Remote Code Execution (RCE),N/A,Gila CMS 1.10.9 - Remote Code Execution (RCE) (Authenticated),0.6403570771217346,7
CVE-2022-22963,Spring Cloud 3.2.2 - Remote Command Execution (RCE),N/A,SOPlanning 1.52.01 (Simple Online Planning Tool) - Remote Code Execution (RCE) (Authenticated),0.640219509601593,2
CVE-2019-13720,Google Chrome 78.0.3904.70 - Remote Code Execution,N/A,b2evolution 6.11.6 - 'tab3' Reflected XSS,0.6399319171905518,3
CVE-2022-35914,htmlLawed 1.2.5 - Remote Code Execution (RCE),CVE-2022-0848,part-db 0.5.11 - Remote Code Execution (RCE),0.6398774981498718,9
CVE-2024-37383,Roundcube Webmail 1.6.6 - Stored Cross Site Scripting (XSS),N/A,Roundcube Webmail 1.2 - File Disclosure,0.6396152377128601,1
CVE-2020-8644,PlaySMS - index.php Unauthenticated Template Injection Code Execution (Metasploit),CVE-2020-11108,Pi-Hole - heisenbergCompensator Blocklist OS Command Execution (Metasploit),0.6395832896232605,2
CVE-2020-11023,jQuery 1.0.3 - Cross-Site Scripting (XSS),N/A,Engineers Online Portal 1.0 - 'multiple' Stored Cross-Site Scripting (XSS),0.639390766620636,4
CVE-2018-16167,LogonTracer 1.2.0 - Remote Code Execution (Unauthenticated),CVE-2021-43857,Gerapy 0.9.7 - Remote Code Execution (RCE) (Authenticated),0.6391789317131042,10
CVE-2017-9841,PHP Unit 4.8.28 - Remote Code Execution (RCE) (Unauthenticated),CVE-2022-26982,SimpleMachinesForum v2.1.1 - Authenticated Remote Code Execution,0.6388714909553528,3
CVE-2023-3460,Ultimate Member WordPress Plugin 2.6.6 - Privilege Escalation,N/A,WordPress Plugin InfiniteWP Client 1.9.4.5 - Authentication Bypass,0.6387423872947693,6
CVE-2019-11707,Mozilla Firefox 67 - Array.pop JIT Type Confusion,N/A,QuickDate 1.3.2 - SQL Injection,0.6386721134185791,2
CVE-2023-3460,Ultimate Member WordPress Plugin 2.6.6 - Privilege Escalation,N/A,Ajenti 2.1.36 - Remote Code Execution (Authenticated),0.6385430693626404,7
CVE-2022-35914,htmlLawed 1.2.5 - Remote Code Execution (RCE),N/A,thrsrossi Millhouse-Project 1.414 - Remote Code Execution,0.638453483581543,10
CVE-2023-23752,Joomla! v4.2.8 - Unauthenticated information disclosure,N/A,Joomla Plugin Simple Image Gallery Extended (SIGE) 3.5.3 - Multiple Vulnerabilities,0.638357400894165,3
CVE-2025-49132,Pterodactyl Panel 1.11.11 - Remote Code Execution (RCE),N/A,RiteCMS 2.2.1 - Remote Code Execution (Authenticated),0.6380706429481506,5
CVE-2020-9496,ApacheOfBiz 17.12.01 - Remote Command Execution (RCE),N/A,EasyPHP Webserver 14.1 - Multiple Vulnerabilities (RCE and Path Traversal),0.6379128098487854,1
CVE-2019-1003030,Jenkins 2.63 - Sandbox bypass in pipeline: Groovy plug-in,CVE-2020-2230,Jenkins 2.235.3 - 'Description' Stored XSS,0.6378108859062195,2
CVE-2025-49132,Pterodactyl Panel 1.11.11 - Remote Code Execution (RCE),N/A,Gila CMS 1.10.9 - Remote Code Execution (RCE) (Authenticated),0.6373652815818787,6
CVE-2020-1938,Apache Tomcat - AJP 'Ghostcat' File Read/Inclusion (Metasploit),CVE-2019-0221,Apache Tomcat 9.0.0.M1 - Cross-Site Scripting (XSS),0.6371768116950989,3
CVE-2025-3248,Langflow 1.3.0 -  Remote Code Execution (RCE),N/A,Online Leave Management System 1.0 - Arbitrary File Upload to Shell (Unauthenticated),0.6371495723724365,2
CVE-2019-17558,Apache Solr - Remote Code Execution via Velocity Template (Metasploit),CVE-2021-21425,GravCMS 1.10.7 - Unauthenticated Arbitrary File Write (Metasploit),0.636978268623352,1
CVE-2019-17558,Apache Solr - Remote Code Execution via Velocity Template (Metasploit),CVE-2020-11108,Pi-Hole - heisenbergCompensator Blocklist OS Command Execution (Metasploit),0.6369124054908752,2
CVE-2025-49132,Pterodactyl Panel 1.11.11 - Remote Code Execution (RCE),N/A,SOPlanning 1.52.01 (Simple Online Planning Tool) - Remote Code Execution (RCE) (Authenticated),0.6365716457366943,7
CVE-2024-51378,CyberPanel 2.3.6 - Remote Code Execution (RCE),CVE-2024-39930,gogs 0.13.0 - Remote Code Execution (RCE),0.6360607743263245,2
CVE-2024-37383,Roundcube Webmail 1.6.6 - Stored Cross Site Scripting (XSS),CVE-2021-26929,Horde Groupware Webmail 5.2.22 - Stored XSS,0.6359958648681641,2
CVE-2019-11043,PHP-FPM - Underflow Remote Code Execution (Metasploit),N/A,PHPStudy - Backdoor Remote Code execution (Metasploit),0.6358766555786133,2
CVE-2023-7028,GitLab CE/EE < 16.7.2 - Password Reset,CVE-2018-19585;CVE-2018-19571,GitLab 11.4.7 - Remote Code Execution (Authenticated) (1),0.6357105374336243,6
CVE-2025-3248,Langflow 1.2.x - Remote Code Execution (RCE),CVE-2025-59528,Flowise 3.0.4 - Remote Code Execution (RCE),0.6357041001319885,3
CVE-2023-44487,HTTP/2 2.0 - Denial Of Service (DOS),CVE-2023-48292,XWiki Standard 14.10 - Remote Code Execution (RCE),0.635678768157959,3
CVE-2024-32113,Apache OFBiz 18.12.12 - Directory Traversal,CVE-2021-27370,Monica 2.19.1 - 'last_name' Stored XSS,0.6354864239692688,2
CVE-2022-39291;CVE-2022-39290;CVE-2022-39285,Zoneminder < v1.37.24 - Log Injection & Stored XSS & CSRF Bypass,N/A,GZ Forum Script 1.8 - Stored Cross-Site Scripting (XSS),0.6354401707649231,4
CVE-2019-17558,Apache Solr - Remote Code Execution via Velocity Template (Metasploit),N/A,Wago PFC200 - Authenticated Remote Code Execution (Metasploit),0.6351342797279358,3
CVE-2019-9978,Social Warfare WordPress Plugin 3.5.2 - Remote Code Execution (RCE),CVE-2024-43425,Moodle 4.4.0 - Authenticated Remote Code Execution,0.6351099610328674,4
CVE-2024-30269,DataEase 2.4.0 - Database Configuration Information Exposure,CVE-2018-19422,Subrion CMS 4.2.1 - Arbitrary File Upload,0.6347525715827942,2
CVE-2024-30269,DataEase 2.4.0 - Database Configuration Information Exposure,N/A,LabVantage 8.3 - Information Disclosure,0.6347254514694214,3
CVE-2019-2215,Android Binder - Use-After-Free (Metasploit),CVE-2020-11108,Pi-Hole - heisenbergCompensator Blocklist OS Command Execution (Metasploit),0.6345133781433105,6
CVE-2019-2215,Android Binder - Use-After-Free (Metasploit),CVE-2020-11108,Pi-Hole - heisenbergCompensator Blocklist OS Command Execution (Metasploit),0.6345133781433105,6
CVE-2019-11707,Mozilla Firefox 67 - Array.pop JIT Type Confusion,CVE-2021-27370,Monica 2.19.1 - 'last_name' Stored XSS,0.6341395974159241,3
CVE-2022-42889,Apache Commons Text  1.10.0 - Remote Code Execution,CVE-2019-11229,Gitea 1.7.5 - Remote Code Execution,0.6334362626075745,3
CVE-2022-31126,Roxy WI v6.1.0.0 - Unauthenticated Remote Code Execution (RCE),CVE-2021-27370,Monica 2.19.1 - 'last_name' Stored XSS,0.6328876614570618,2
CVE-2025-49619,Skyvern 0.1.85 - Remote Code Execution (RCE) via SSTI,CVE-2023-48292,XWiki Standard 14.10 - Remote Code Execution (RCE),0.6326960325241089,2
CVE-2025-24813,Apache Tomcat 11.0.3 - Remote Code Execution,CVE-2025-31650,Apache Tomcat 10.1.39 - Denial of Service (DoS),0.6326022148132324,3
CVE-2019-17558,Apache Solr - Remote Code Execution via Velocity Template (Metasploit),CVE-2021-42840,SuiteCRM 7.11.18 - Remote Code Execution (RCE) (Authenticated) (Metasploit),0.6324173808097839,4
CVE-2025-24813,Apache Tomcat 11.0.3 - Remote Code Execution,CVE-2019-0221,Apache Tomcat 9.0.0.M1 - Cross-Site Scripting (XSS),0.632393479347229,4
CVE-2025-30208,Vite 6.2.2 - Arbitrary File Read,CVE-2019-14530,OpenEMR 5.0.1.7 - 'fileName' Path Traversal (Authenticated),0.6322031617164612,1
CVE-2022-39291;CVE-2022-39290;CVE-2022-39285,Zoneminder < v1.37.24 - Log Injection & Stored XSS & CSRF Bypass,CVE-2017-6478,MaNGOSWebV4  4.0.6 - Reflected XSS,0.6321264505386353,5
CVE-2025-49132,Pterodactyl Panel 1.11.11 - Remote Code Execution (RCE),CVE-2023-41425,WonderCMS 3.4.2 - Remote Code Execution (RCE),0.6321149468421936,8
CVE-2023-7028,GitLab CE/EE < 16.7.2 - Password Reset,N/A,Gitlab 13.10.2 - Remote Code Execution (Authenticated),0.6315817832946777,7
CVE-2017-9841,PHP Unit 4.8.28 - Remote Code Execution (RCE) (Unauthenticated),N/A,Engineers Online Portal 1.0 - File Upload Remote Code Execution (RCE),0.6315575838088989,4
CVE-2021-3156,Sudo 1.9.5p1 - 'Baron Samedit ' Heap-Based Buffer Overflow Privilege Escalation (2),CVE-2019-1125,Microsoft Windows Kernel - Information Disclosure,0.631475031375885,2
CVE-2017-1000170,WordPress Plugin Delightful Downloads Jquery File Tree 1.6.6 - Path Traversal,CVE-2021-29460,Kirby CMS 3.5.3.1 - 'file' Cross-Site Scripting (XSS),0.6311575174331665,2
CVE-2020-7961,Liferay Portal - Java Unmarshalling via JSONWS RCE (Metasploit),N/A,PHPStudy - Backdoor Remote Code execution (Metasploit),0.6310756802558899,8
CVE-2022-42889,Apache Commons Text  1.10.0 - Remote Code Execution,N/A,Craft CMS 4.4.14 - Unauthenticated Remote Code Execution,0.6310503482818604,4
CVE-2022-42889,Apache Commons Text  1.10.0 - Remote Code Execution,CVE-2023-48292,XWiki Standard 14.10 - Remote Code Execution (RCE),0.6307554244995117,5
CVE-2020-8644,PlaySMS - index.php Unauthenticated Template Injection Code Execution (Metasploit),CVE-2021-42840,SuiteCRM 7.11.18 - Remote Code Execution (RCE) (Authenticated) (Metasploit),0.6304689049720764,3
CVE-2025-49132,Pterodactyl Panel 1.11.11 - Remote Code Execution (RCE),CVE-2022-35411,rpc.py 0.6.0 - Remote Code Execution (RCE),0.6304258704185486,9
CVE-2020-11023,jQuery 1.0.3 - Cross-Site Scripting (XSS),CVE-2024-28623,RiteCMS 3.0.0 - Reflected Cross Site Scripting (XSS),0.6303383111953735,5
CVE-2021-22205,GitLab 13.10.2 - Remote Code Execution (RCE) (Unauthenticated),N/A,Gitlab 12.9.0 - Arbitrary File Read (Authenticated),0.6301249265670776,10
CVE-2020-11652;CVE-2020-11651,Saltstack 3000.1 - Remote Code Execution,CVE-2019-0230,Apache Struts 2.5.20 - Double OGNL evaluation,0.6300688982009888,1
CVE-2021-44228,Apache Log4j2 2.14.1 - Information Disclosure,CVE-2023-48292,XWiki Standard 14.10 - Remote Code Execution (RCE),0.6299607753753662,5
CVE-2023-7028,GitLab CE/EE < 16.7.2 - Password Reset,N/A,Gitlab 13.9.3 - Remote Code Execution (Authenticated),0.6296679377555847,8
CVE-2022-46169,Cacti v1.2.22 - Remote Command Execution (RCE),CVE-2020-11108,Pi-hole < 4.4 - Authenticated Remote Code Execution / Privileges Escalation,0.6296129822731018,5
CVE-2020-7247,OpenSMTPD 6.6.1 - Remote Code Execution,CVE-2020-8794,OpenSMTPD < 6.6.3p1 - Local Privilege Escalation + Remote Code Execution,0.6294324994087219,3
CVE-2023-3460,Ultimate Member WordPress Plugin 2.6.6 - Privilege Escalation,N/A,Cacti 1.2.8 - Remote Code Execution,0.6291990876197815,8
CVE-2019-9978,Social Warfare WordPress Plugin 3.5.2 - Remote Code Execution (RCE),CVE-2022-23626,m1k1o's Blog v.10 - Remote Code Execution (RCE) (Authenticated),0.6291525959968567,5
CVE-2017-1000170,WordPress Plugin Delightful Downloads Jquery File Tree 1.6.6 - Path Traversal,N/A,Scriptcase 9.7 - Remote Code Execution (RCE),0.629085123538971,3
CVE-2024-37383,Roundcube Webmail 1.6.6 - Stored Cross Site Scripting (XSS),CVE-2022-28598,ERPNext 12.29 - Cross-Site Scripting (XSS),0.6287428140640259,3
CVE-2020-11023,jQuery 1.0.3 - Cross-Site Scripting (XSS),N/A,WordPress Plugin Media-Tags 3.2.0.2 - Stored Cross-Site Scripting (XSS),0.628349244594574,6
CVE-2023-3460,Ultimate Member WordPress Plugin 2.6.6 - Privilege Escalation,N/A,WordPress Plugin Elementor 3.6.2 - Remote Code Execution (RCE) (Authenticated),0.6281291842460632,9
CVE-2023-3460,Ultimate Member WordPress Plugin 2.6.6 - Privilege Escalation,N/A,Sphider Search Engine 1.3.6 - 'word_upper_bound' RCE (Authenticated),0.627754271030426,10
CVE-2020-2096,Jenkins Gitlab Hook Plugin 1.4.2 - Reflected Cross-Site Scripting,CVE-2020-2230,Jenkins 2.235.3 - 'Description' Stored XSS,0.6275415420532227,3
CVE-2019-5825,Google Chrome 72 and 73 - Array.map Out-of-Bounds Write (Metasploit),CVE-2020-11108,Pi-Hole - heisenbergCompensator Blocklist OS Command Execution (Metasploit),0.6274921894073486,1
CVE-2020-11023,jQuery 1.0.3 - Cross-Site Scripting (XSS),N/A,WordPress Plugin Smart Slider-3 3.5.0.8 - 'name' Stored Cross-Site Scripting (XSS),0.6272785067558289,7
CVE-2023-7028,GitLab CE/EE < 16.7.2 - Password Reset,N/A,GitLab 12.9.0 - Arbitrary File Read,0.6272732615470886,9
CVE-2025-3248,Langflow 1.2.x - Remote Code Execution (RCE),N/A,Online Leave Management System 1.0 - Arbitrary File Upload to Shell (Unauthenticated),0.6267412900924683,4
CVE-2023-23752,Joomla! v4.2.8 - Unauthenticated information disclosure,N/A,Joomla! com_fabrik 3.9.11 - Directory Traversal,0.6265166401863098,4
CVE-2020-7247,OpenSMTPD - MAIL FROM Remote Code Execution (Metasploit),N/A,Centreon 19.10.5 - 'Pollers' Remote Command Execution (Metasploit),0.6264091730117798,2
CVE-2025-24893,XWiki Platform 15.10.10 - Metasploit Module for Remote Code Execution (RCE),CVE-2021-3291,Zen Cart 1.5.7b - Remote Code Execution (Authenticated),0.6263503432273865,5
CVE-2024-30269,DataEase 2.4.0 - Database Configuration Information Exposure,CVE-2025-8550,atjiu pybbs 6.0.0 - Cross Site Scripting (XSS),0.6262794733047485,4
CVE-2019-11707,Mozilla Firefox 67 - Array.pop JIT Type Confusion,CVE-2021-29460,Kirby CMS 3.5.3.1 - 'file' Cross-Site Scripting (XSS),0.6262073516845703,4
CVE-2025-3248,Langflow 1.3.0 -  Remote Code Execution (RCE),CVE-2023-2745,WordPress Core 6.2 - Directory Traversal,0.6261197924613953,3
CVE-2025-49132,Pterodactyl Panel 1.11.11 - Remote Code Execution (RCE),N/A,Job Portal 1.0 - Remote Code Execution,0.6256942749023438,10
CVE-2019-11043,PHP-FPM - Underflow Remote Code Execution (Metasploit),N/A,PlaySMS 1.4.3 - Template Injection / Remote Code Execution,0.6256648898124695,3
CVE-2021-44228,Apache Log4j2 2.14.1 - Information Disclosure,CVE-2020-11108,Pi-hole < 4.4 - Authenticated Remote Code Execution / Privileges Escalation,0.6255850195884705,6
CVE-2022-42889,Apache Commons Text  1.10.0 - Remote Code Execution,N/A,Filerun 2021.03.26 - Remote Code Execution (RCE) (Authenticated),0.6250221729278564,6
CVE-2017-9841,PHP Unit 4.8.28 - Remote Code Execution (RCE) (Unauthenticated),N/A,Gym Management System 1.0 - Unauthenticated Remote Code Execution,0.6249244809150696,5
CVE-2022-31126,Roxy WI v6.1.0.0 - Unauthenticated Remote Code Execution (RCE),N/A,EasyPHP Webserver 14.1 - Multiple Vulnerabilities (RCE and Path Traversal),0.6248050332069397,3
CVE-2024-37383,Roundcube Webmail 1.6.6 - Stored Cross Site Scripting (XSS),CVE-2025-50481,Mezzanine CMS 6.1.0 - Stored Cross Site Scripting (XSS),0.6247400641441345,4
CVE-2022-22963,Spring Cloud 3.2.2 - Remote Command Execution (RCE),N/A,Job Portal 1.0 - Remote Code Execution,0.6246927380561829,3
CVE-2020-7209,HP LinuxKI 6.01 - Remote Command Injection,N/A,SOPlanning 1.52.01 (Simple Online Planning Tool) - Remote Code Execution (RCE) (Authenticated),0.6245188117027283,4
CVE-2022-46169,Cacti v1.2.22 - Remote Command Execution (RCE),CVE-2020-11108,Pi-hole < 4.4 - Authenticated Remote Code Execution,0.6244805455207825,6
CVE-2017-1000170,WordPress Plugin Delightful Downloads Jquery File Tree 1.6.6 - Path Traversal,N/A,jizhi CMS 1.6.7 - Arbitrary File Download,0.6244368553161621,4
CVE-2019-19609,Strapi 3.0.0-beta.17.7 - Remote Code Execution (RCE) (Authenticated),CVE-2021-23017,Nginx 1.20.0 - Denial of Service (DOS),0.6243557333946228,3
CVE-2020-1472,ZeroLogon - Netlogon Elevation of Privilege,N/A,Centreo 19.10.8 - 'DisplayServiceStatus' Remote Code Execution,0.6241258382797241,2
CVE-2019-18818,Strapi CMS 3.0.0-beta.17.4 - Set Password (Unauthenticated) (Metasploit),N/A,WordPress Plugin InfiniteWP - Client Authentication Bypass (Metasploit),0.6241238117218018,2
CVE-2022-31126,Roxy WI v6.1.0.0 - Unauthenticated Remote Code Execution (RCE),N/A,Online Reviewer System 1.0 - Remote Code Execution (RCE) (Unauthenticated),0.624085009098053,4
CVE-2019-19609,Strapi 3.0.0-beta.17.7 - Remote Code Execution (RCE) (Authenticated),CVE-2024-24724,Gibbon LMS v26.0.00 - SSTI vulnerability,0.6238366961479187,4
CVE-2020-11455,LimeSurvey 4.1.11 - 'File Manager' Path Traversal,N/A,UniSharp Laravel File Manager 2.0.0 - Arbitrary File Read,0.6237666606903076,2
CVE-2020-8644,PlaySMS - index.php Unauthenticated Template Injection Code Execution (Metasploit),N/A,Wordpress Plugin wpDiscuz 7.0.4 - Unauthenticated Arbitrary File Upload (Metasploit),0.6232369542121887,4
CVE-2025-3248,Langflow 1.2.x - Remote Code Execution (RCE),CVE-2024-39930,gogs 0.13.0 - Remote Code Execution (RCE),0.6231485605239868,5
CVE-2022-24112,Apache APISIX 2.12.1 - Remote Code Execution (RCE),N/A,PHP < 8.3.8 - Remote Code Execution (Unauthenticated) (Windows),0.6230891942977905,8
CVE-2020-11023,jQuery 1.0.3 - Cross-Site Scripting (XSS),N/A,WordPress Plugin Filterable Portfolio Gallery 1.0 - 'title' Stored Cross-Site Scripting (XSS),0.6228919625282288,8
CVE-2024-37383,Roundcube Webmail 1.6.6 - Stored Cross Site Scripting (XSS),N/A,Ecommerse v1.0 - Cross-Site Scripting (XSS),0.6228407621383667,5
CVE-2019-19609,Strapi 3.0.0-beta.17.7 - Remote Code Execution (RCE) (Authenticated),CVE-2024-39930,gogs 0.13.0 - Remote Code Execution (RCE),0.622736930847168,5
CVE-2025-24893,XWiki Platform 15.10.10 - Metasploit Module for Remote Code Execution (RCE),CVE-2019-9213;CVE-2018-5333,Reliable Datagram Sockets (RDS) - rds_atomic_free_op NULL pointer dereference Privilege Escalation (,0.6224573254585266,6
CVE-2025-24893,XWiki Platform 15.10.10 - Metasploit Module for Remote Code Execution (RCE),CVE-2019-9213;CVE-2018-5333,Reliable Datagram Sockets (RDS) - rds_atomic_free_op NULL pointer dereference Privilege Escalation (,0.6224573254585266,7
CVE-2020-10770,Keycloak 12.0.1 - 'request_uri ' Blind Server-Side Request Forgery (SSRF) (Unauthenticated),N/A,Textpattern 4.8.3 - Remote code execution (Authenticated) (2),0.6224002838134766,2
CVE-2019-11043,PHP-FPM - Underflow Remote Code Execution (Metasploit),CVE-2021-3291,Zen Cart 1.5.7b - Remote Code Execution (Authenticated),0.6223939657211304,4
CVE-2020-17519,Apache Flink 1.11.0 - Unauthenticated Arbitrary File Read (Metasploit),N/A,PHPStudy - Backdoor Remote Code execution (Metasploit),0.622178852558136,6
CVE-2024-30269,DataEase 2.4.0 - Database Configuration Information Exposure,N/A,File Thingie 2.5.7 - Remote Code Execution (RCE),0.622120201587677,5
CVE-2019-19609,Strapi 3.0.0-beta.17.7 - Remote Code Execution (RCE) (Authenticated),CVE-2020-11108,Pi-hole < 4.4 - Authenticated Remote Code Execution,0.6219420433044434,6
CVE-2022-46169,Cacti v1.2.22 - Remote Command Execution (RCE),CVE-2023-39362,Cacti 1.2.24 - Authenticated command injection when using SNMP options,0.6218966245651245,7
CVE-2022-24112,Apache APISIX 2.12.1 - Remote Code Execution (RCE),N/A,Cacti 1.2.8 - Remote Code Execution,0.6217176914215088,9
CVE-2025-3248,Langflow 1.2.x - Remote Code Execution (RCE),N/A,CMS Made Simple 2.2.14 - Arbitrary File Upload (Authenticated),0.621613621711731,6
CVE-2021-3156,Sudo 1.9.5p1 - 'Baron Samedit ' Heap-Based Buffer Overflow Privilege Escalation (1),CVE-2024-25004,KiTTY 0.76.1.13 - 'Start Duplicated Session Username' Buffer Overflow,0.6215962767601013,1
CVE-2023-4220,Chamilo LMS 1.11.24 - Remote Code Execution (RCE),CVE-2022-3552,BoxBilling<=4.22.1.5 - Remote Code Execution (RCE),0.6214442253112793,7
CVE-2021-42013,Apache HTTP Server 2.4.50 - Path Traversal & Remote Code Execution (RCE),N/A,TextPattern CMS 4.8.7 - Remote Command Execution (Authenticated),0.6213503479957581,1
CVE-2020-7961,Liferay Portal - Java Unmarshalling via JSONWS RCE (Metasploit),CVE-2021-42840,SuiteCRM 7.11.18 - Remote Code Execution (RCE) (Authenticated) (Metasploit),0.6213237643241882,9
